IndependentA,IndependentB,IndependentC,IndependentD,ControlA,ControlB,ControlC,Dependentvariable
1.505116,17.154806,0.103534,8407.218125,88243.5,24984.07495,6262,16.59819267
1.039609,0.298821,0.088058,7542.352301,88243.5,29875.37207,508,8.497646733
7.110966,0.94033,0.589767,162.866357,404.3389893,47017.65625,361.386139,0.761577311
6.443272,0.991079,0.570577,160.617133,88.4238968,46123.07617,98.019802,4.849742261
3.577709,4.001993,0.601125,41.129156,71691.39844,64324.69922,4688.118812,4.023058538
4.154815,5.836483,0.654498,106.822838,71691.39844,70157.17969,4115.841584,3.923009049
5.346043,3.849469,0.753906,119.297255,1160.939941,75608.91406,9921.649485,18.62793601
6.390191,3.503859,0.859121,30.517532,870.6920166,73206.34375,2092.929293,6.164414003
6.944087,5.509551,0.953055,122.381771,438.4070129,100660.8398,3707.070707,4.308712105
6.960684,20.224825,1.016128,186.749968,936.5150146,87397.99219,14725.24272,12.18605761
6.416759,34.847999,1.016252,178.709242,2541.709961,73200.4707,20641.83674,18.97366596
5.736728,35.167672,0.965044,57.392847,92.1736984,87274.19531,31180.80808,13.84070085
5.125919,37.347209,0.857248,143.044024,92.1736984,81094.69531,29479.38144,12.56264303
4.580819,25.529789,0.715319,582.958504,226.9049988,70952.14063,18509.80392,7.79166221
4.264408,29.480584,0.608171,670.037672,150038,86247.33984,15566,16.54539211
3.85184,33.357988,0.452805,130.79558,155087,80904.64063,8376,17.21917536
3.412165,54.534479,0.32539,885.278627,131606,75805.78125,16143.29897,8.972179222
2.714739,45.65176,0.252346,6878.579579,156686,65475.94531,25209.09091,25.0998008
1.883193,17.770884,0.210618,6963.470359,150644,82797.44922,24089,28.5667639
1.170934,6.372924,0.18604,7187.330781,134733,88220.39844,6935.92233,9.86965045
0.9033,3.635565,0.165675,7537.785709,133272,66392.5625,4964.948454,3.934463115
1.008244,11.174172,0.153846,7349.379541,133272,60287.28906,22104.0404,20.22745659
1.252803,21.845871,0.136569,6648.632507,527.3519897,78476.6875,25906.18557,49.30963395
1.443462,19.398679,0.120873,6032.229476,123561,91904.64453,16179.61165,18.38803959
1.418107,11.823915,0.107521,2926.858691,88243.5,28400.26367,8138,8.660254038
1.206275,4.363528,0.094645,3918.295222,88243.5,28792.39746,6906,19.48075974
0.856663,0.670407,0.082553,4709.013054,181.1459961,38136.37109,1732.291667,8.702585823
0.49468,0.004027,0.068517,4703.46422,157.1950073,24624.22168,293,3.3
3.099745,4.070722,0.531034,253.235461,122870,72249.31055,4812.371134,15.22497947
3.734017,5.05485,0.570531,86.792921,71691.39844,67155.48242,7952.475248,16.35665002
4.81624,0.94004,0.645498,414.999864,71691.39844,58336.08594,5918,5.198557492
5.738748,0.327835,0.730088,180.842233,71691.39844,69189.18164,1453.465347,3.588871689
6.191669,2.599736,0.808777,69.062041,71691.39844,105034.2656,1816.494845,4.647580015
6.190131,13.186112,0.85888,251.153195,141898,64597.76367,7877.777778,15.86269208
5.774021,18.288963,0.853607,522.565267,256.1319885,58035.59522,6548.484848,24.74681798
5.290325,21.278217,0.803744,215.236977,1866.040039,64673.88672,23712.62136,3.845776905
4.881998,24.102237,0.708113,32.405149,135058,89342.59961,21134.34343,14.14213562
4.544318,17.524185,0.587811,257.534065,125184,96709.10938,11594.9495,9.485515273
4.332943,19.017441,0.500676,586.403634,128586,103955.1465,7340.625,8.472012748
3.998009,12.894079,0.377594,511.900084,51.0161018,77202.96875,2418.627451,12.86662349
3.58245,22.245846,0.275474,7950.936814,147969,68729.59863,13914,21.79449472
2.851737,23.084796,0.214277,8147.702841,130698,66285.09961,15990.09901,19.30388562
1.931763,6.812323,0.177468,8058.14213,130698,75169.66113,8280.412371,32.31934405
1.081897,1.044294,0.155599,7424.586428,130698,66670.66699,1467.676768,3.122498999
0.932936,17.097499,0.114052,6878.070671,527.3519897,68185.82617,18585.71429,32.03888263
1.081274,6.778993,0.102268,2964.757914,114964,43326.09863,13423.23232,16.65923167
1.067906,0.240698,0.092295,3946.685058,88243.5,16730.99853,4418.556701,7.393916418
0.904754,0.33081,0.083593,4935.047223,106519,19774.88696,7915.686275,15.65327442
0.623419,0.579875,0.074407,5697.248952,105459,22546.31641,3762,6.6
0.337209,0.747653,0.062272,2148.358707,112.1449966,13515.97998,1539,3.834057903
2.559437,2.637332,0.470351,388.191116,107062,81046.70313,9051,4.924428901
3.148407,4.386135,0.505072,168.388063,362.0339966,80375.86719,20776.76768,18.18144659
4.073292,1.763299,0.570252,726.889493,131462,56257.82227,12700,12.17990148
4.858663,2.636636,0.642952,217.610149,108776,61916.75391,4738,4.301162634
5.226677,2.018211,0.71055,1006.634236,71691.39844,90280.89063,2336,4.898979486
5.21678,2.214335,0.751639,362.288854,71691.39844,69115.38281,7056.862745,12.71613149
4.876484,6.516523,0.74441,412.556294,71691.39844,70532.95703,1413.402062,5.76020833
4.505767,10.290301,0.697227,290.20919,71691.39844,28109.22852,13126.26263,6.382789359
4.267205,7.366997,0.612101,132.624154,71691.39844,69187.66016,7502.040816,23.28422213
4.114229,9.139345,0.50876,239.893909,107034,98054.96875,6886.407767,9.764220399
4.030865,7.793539,0.434307,178.929086,51.0161018,95127.30469,955.555556,1.71464282
3.847057,3.594909,0.326707,8823.056323,362.2380066,52769.78516,7.070707,8.854377448
2.760433,6.016152,0.186204,7760.172336,361.6119995,5102.771484,3746.534653,16.76782633
1.838164,2.05938,0.15438,3034.533331,361.6119995,52577.98438,2689.108911,6.216108107
0.994068,0.42788,0.135437,3992.502133,119851,26154.29395,3657,8.304817879
0.803852,0.051862,0.081232,4966.244989,88243.5,12262.4043,3222,5.196152423
0.439276,0.804725,0.067672,3123.873621,106519,5746.388184,1550.505051,8.306623863
0.214634,1.19354,0.05712,3109.451869,73.6185989,14192.17139,11764,27.11088342
0.011196,1.529636,0.032112,680.818618,987.2659912,13012.38281,6731.632653,6.75203673
0.004362,0.687943,0.024974,98.476487,91104.29688,50486.38281,4047.959184,11.37958699
1.240915,0.422545,0.331245,576.924187,578.1359863,57710.36719,891.919192,3.924283374
1.673073,2.637273,0.364735,131.737761,110788,100759.8516,5577.319588,1.732050808
2.067659,4.999449,0.395155,277.523731,121389,94273.32422,16539.80582,10.35615759
2.668564,3.86776,0.451881,661.158016,102865,49513.51636,12341,27.3117191
3.466437,9.231904,0.570161,508.734036,544.6400146,82815.83008,8443.877551,11.69401556
3.455948,5.205127,0.599929,435.055052,97598.5,68951.72266,9906.060606,14.08456602
3.165061,8.604194,0.591015,1400.422188,920.4349976,83105.11328,20830.39216,28.72429285
2.918235,7.382709,0.550177,1871.03257,211.9470062,68139.58984,20496.0396,8.544003745
2.9444,3.537374,0.478127,1470.796983,71691.39844,56577.09473,14967.01031,7.202430145
3.099948,1.535859,0.39228,285.699662,71691.39844,74352.32813,3948.979592,7.582875444
3.224522,0.812834,0.332414,817.018012,71691.39844,44470.52881,230,6.8556546
3.282166,0.860729,0.249822,871.330959,71691.39844,65135.14258,395.049505,6.557438524
3.047024,3.270868,0.184601,940.368716,105394,50339.13965,1321.568627,5.830951895
2.391018,9.627304,0.142913,3797.134452,2273.669922,55991.33594,14164.94845,10.34456379
0.025178,0.75125,0.037575,4099.13745,121.0839996,49226.95117,2021.212121,5.830951895
0.006725,1.173921,0.026997,3995.058765,97779.20313,54460.63867,1884.848485,3.320391543
0.002377,0.434203,0.021576,1989.879053,91104.29688,50820.0625,2647.572816,2.867054237
0.076696,0.7785,0.273014,821.446728,408.5769958,39777.43408,2640.40404,8.717797887
0.661821,0.406749,0.22495,784.491284,114647,103874.3867,8471.287129,5.272570531
0.885921,1.86094,0.2535,646.227582,733.0059814,93662.67969,6793,20.97617696
1.080709,2.545867,0.281119,487.038033,278.0299988,78404.92969,7069.791667,7.577598564
1.359348,2.250566,0.331732,671.134868,116764,46446.96924,4429,13.18635659
1.770803,9.013172,0.428539,476.857819,97598.5,66117.79053,12462.13592,16.25115381
1.733415,5.924262,0.449547,436.679518,97598.5,51654.78516,12986.59794,17.19738352
1.493711,11.677721,0.440097,680.43514,131727,53556.73731,22907.07071,18.95784798
1.36012,10.341374,0.405891,1077.01002,135058,92080.62891,30821.64949,20.86540199
1.587586,6.57952,0.348151,1152.35683,148.6029968,65851.83496,21259.2233,26.19160171
1.996889,2.220845,0.280417,1021.515419,341.8320007,65363.53711,15004,19.1749837
2.441672,0.888219,0.174558,701.634729,307.5899963,59706.57031,1321.649485,6.099180273
2.295096,9.195667,0.128688,1048.84794,3179.23999,55620.04883,5264,7.245688373
0.152915,0.819188,0.05127,153.502141,102417,16881.42615,1613.265306,6.170899448
0.091345,2.826643,0.049321,3349.648121,9941.269531,33248.67163,3516.494845,7.09718254
0.031644,1.349369,0.037179,4037.359775,688.2709961,16012.21301,2888,1.620185175
0.016988,0.307399,0.028714,2364.300742,8136.620117,25537.0918,720.588235,3.391164992
0.546277,0.28778,0.527289,957.760653,50485.60156,23222.11914,998.989899,2.291287847
0.0225,1.523678,0.21897,252.465981,82457,42020.18555,3516.831683,1
0.378762,0.033578,0.133075,276.042461,94519.89844,16261.96582,11624.24242,19.46239965
0.455466,0.824161,0.133026,367.862001,94519.89844,71678.44531,9761.85567,15.05988048
0.503134,1.610045,0.152808,220.853104,733.0059814,61600.57031,9538.235294,9.994998749
0.636099,3.658026,0.293519,493.241254,97598.5,75991.32813,9990.909091,31.62467391
0.573364,3.591691,0.307211,416.661216,115405,58217.11328,16471,32.69403615
0.458531,4.856535,0.298316,600.151384,131727,31998.48145,21586.40777,15.03994681
0.418568,4.759301,0.272293,259.124982,274.7709961,62075.73047,14163.91753,17.84040358
0.656669,4.419804,0.229938,423.991919,1186.640015,49043.4082,8003.030303,13.78695035
1.277577,0.869887,0.149835,847.175389,238.4259949,35686.03125,84.466019,4.582575695
1.446952,3.658793,0.111496,456.687377,110685,48664.57422,2095,3.2984845
1.375198,21.860572,0.084429,132.985536,96914.89844,23663.96191,18471,30.12474066
1.056195,22.799757,0.070239,3329.631016,367.4289856,66877.10938,18836.08247,14.99299837
0.077483,1.022643,0.035954,1485.510805,102417,20537.9707,4127.184466,13.15294644
0.042741,1.747144,0.034379,489.798017,101272,26989.72803,10941,18.6681547
0.034687,0.202727,0.030558,501.05887,80076.39844,27463.08594,3393.939394,5.494997725
0.023512,0.210428,0.018049,125.901925,82959.10156,34156.36328,1075.757576,2.64952826
0.025734,0.219389,0.019917,285.373702,57807.80078,14708.7417,540.40404,3.883297568
1.072573,0.13401,0.686343,533.79507,65566.60156,966.29187,1820.20202,1.414213562
0.067181,0.165142,0.269143,78.683598,71145.39844,11724.67688,1371.717172,4.236153916
0.028679,0.445259,0.169743,92.659239,74883.5,34438.78174,5562.886598,2.969848481
0.164096,4.347311,0.172282,225.480118,371.0419922,47806.44824,18162.37624,22.28227996
0.133889,4.626006,0.179415,659.078001,211.2039948,45932.08984,18601.03093,19.58213472
0.105411,4.584746,0.171822,300.22748,278.9960022,50419.15332,21646.46465,17.1043854
0.578005,24.03903,0.054562,193.86462,127618,28902.91589,17178.43137,14.70238076
0.482496,21.874699,0.045233,400.221032,195.1629944,45892.53906,10189.10891,27.07858933
0.392835,5.079273,0.035574,3255.064465,102229,73341.79883,11481.81818,7.765951326
0.351623,2.553112,0.027237,2257.373672,908.4940186,55588.26074,7352.040816,14.57532161
0.113296,0.215605,0.021736,1259.697126,80076.39844,32078.27441,1093.877551,3.8
0.049827,0.006962,0.020355,777.073098,80076.39844,85545.29297,601.010101,9.126883367
0.013645,0.229691,0.0121,138.00493,67300.10156,56660.55273,3723.469388,2.872281323
0.02227,0.164766,0.013935,624.336721,94260.10156,31722.53711,554.368932,5.084289528
0.029422,1.087447,0.016272,383.057173,89461.20313,32885.05664,8915,3.794733192
0.031905,0.92921,0.018009,277.713682,505.8250122,18129.80103,3448.484848,2.179449472
0.030032,0.479873,0.018956,253.406679,83657.89844,9478.112305,1130.208333,1.024695077
0.11934,3.262546,0.085665,106.391855,115265,44708.04102,26549,19.71040334
0.105166,2.286389,0.088322,482.4143,119497,42624.25391,21928.43137,20.75283113
0.083709,5.763887,0.083802,214.836213,278.9960022,37261.87402,21460.60606,18.14607396
0.170479,0.578488,0.038367,600.081041,111949,28195.10938,1289.108911,8.953211714
0.216631,14.69328,0.032646,1448.699068,104132,24845.92188,26255.20833,21.31900561
0.253037,20.213458,0.026006,1831.619347,109773,35296.99219,28372.72727,31.75137792
0.279632,1.242041,0.019659,2346.345007,101234,32986.96094,10648,10.8853112
0.274204,0.381419,0.014605,3320.961491,91306.20313,42264.24609,4680.582524,12.00020833
0.024384,3.372631,0.009585,492.165755,118.7009964,36045.57813,2102.061856,7.000357134
0.030425,1.32498,0.013354,996.869046,1809.680054,28134.71875,4907.216495,2.449489743
0.032949,1.408425,0.014858,245.089224,318.6210022,23788.61328,665.048544,5.019960159
0.031045,2.154839,0.015684,82.179745,78461.5,12469.85742,2226,7.866066361
1.199028,0.892649,0.652933,2608.79694,74.0513992,3770.359741,1358,1.240967365
0.208505,0.108484,0.01431,1927.957117,129.1450043,10396.81287,504,29.62566455
0.145369,14.038008,0.011848,459.473214,109773,30592.45605,28170.29703,2.39582971
0.178099,2.500046,0.007869,414.950384,765.5490112,27490.20215,30305.15464,10.27034566
0.187545,1.982387,0.00582,647.913116,1652.180054,20027.0376,19201.0101,16.0623784
0.029582,0.821477,0.011036,1220.683549,134.897995,18643.25928,1.030928,5.388877434
0.02778,2.020478,0.011698,591.773227,71339.10156,12058.22852,3561.85567,13.38207757
1.405365,0.398385,0.589018,633.594094,3841.780029,9981.851074,2840.40404,5.584353141
0.305581,0.29137,0.004411,2138.601965,129.1450043,12735.17212,1166,5.888548208
0.340061,0.038522,0.001092,1218.539831,129.1450043,12232.16553,2199,4.112177039
0.370661,0.307541,0.000922,1652.911427,70979.79688,18551.43628,250,1.4
0.022839,0.080491,0.005647,2610.21611,131.7420044,22350.98462,11665.97938,17.9511838
0.024027,0.005402,0.004892,1124.727816,99439,12190.73022,14158.58586,5.982056503
0.379045,0.011112,0.00094,915.972277,63056.10156,28994.21973,397.058824,0.3
0.466312,0.050281,0.006555,1971.611234,59.4243011,12458.75293,1031.313131,1.29614814
0.026043,0.006773,0.0037,2466.068567,153.6999969,3707.467529,9708.823529,6.173734688
0.027301,0.045021,0.003317,1729.941914,98120.89844,2005.209961,15367.32673,26.72863633
0.40009,0.096187,0.010586,1345.957135,79991,22453.48477,5890.909091,6.7867518
0.031173,11.758601,0.001369,325.959949,98901.10156,24282.40869,10400,15.72418519
0.032253,2.496853,0.001071,100.569749,98120.89844,18763.49805,12954.36893,13.26310673
0.145029,0.014061,0.016795,2628.726045,54305.5,22915.27148,2231.25,6.95413546
0.032254,4.008632,0.001444,999.642649,31.5552998,17117.44092,10951.45631,24.63818175
0.030404,0.938608,0.00056,695.408202,85772.60156,30857.5332,5165.656566,12.31909088
0.033237,0.473454,0.013471,462.489915,150.3739929,8481.541748,386.138614,1.122497216
0.19914,0.623948,0.01964,852.665672,115.987999,34948.44238,11806.79612,8.090117428
0.149527,0.025697,0.019659,738.407598,115.987999,31884.59277,3118.181818,2.473863375
0.165297,0.133971,0.02324,293.292645,56738.89844,7211.145508,6312.121212,11.38946882
0.191721,0.289416,0.024031,699.485872,83391.5,40108.52441,9176.699029,4.247352116
0.196267,0.691604,0.025406,415.650858,82120.10156,7332.89299,7971,6.320601237
0.014188,0.041034,0.007254,348.232574,54793.89844,36759.05859,1347.572816,2.610555496
0.019117,0.313782,0.008822,409.049051,370.6579895,33677.39844,709.278351,5.311779363
0.116679,0.870381,0.023005,239.859286,76594.5,27663.93018,11906.06061,6.131883887
0.0779,1.491868,0.019097,467.940992,67401.89844,16011.83789,8571.875,6.289674077
0.039853,1.141443,0.014416,387.971424,67401.89844,21955.74365,2883.333333,4.890807704
0.144266,0.075112,0.026901,442.295691,841.7310181,14336.45752,428.282828,6.8556546
0.11213,0.122766,0.023005,1180.755918,65725.29688,10075.91943,3623.300971,2.749545417
0.074106,0.502846,0.019097,323.341074,137.3549957,8508.472656,4598.989899,7.07071425
0.115367,12.189765,0.173452,351.024922,57.9971008,29507.13281,26099,17.60908856
0.106992,8.918264,0.153372,729.055643,57.9971008,34853.41016,26040.20619,11.74734012
0.09078,0.433668,0.122884,681.508454,57.9971008,29368.93164,20243.43434,10.67707825
0.069266,0.046522,0.084568,698.380649,806.427002,21931.53516,2459,6.204836823
0.157978,21.001968,0.25048,1650.787053,86080.39844,33410.86865,31770,18.91665932
0.151058,10.332659,0.224605,1961.002752,317.9909973,26115.94238,23132.03883,19.62421973
0.152013,1.032561,0.185555,263.871735,2469.969971,32961.22803,14908.16326,16.53904471
0.152307,0.250995,0.135253,247.454779,369.6679993,26201.3291,6866.666667,6.920982589
0.935685,39.884999,0.172231,476.565039,67438.5,1412.182068,1583.673469,7.240856303
0.299591,5.716387,0.322047,246.15435,1059.290039,24274.06934,15555.6701,12.45391505
0.318859,2.144051,0.292043,617.748242,1511.319946,26717.56543,8311.111111,10.68877916
0.31303,0.264198,0.246229,600.392455,58182.10156,24375.27783,1622.222222,5.047771786
0.047101,0.079653,0.023144,300.241788,161.6360016,3148.70813,6.060606,2.549509757
0.600023,2.229614,0.165119,686.289288,329.5090027,11338.13794,10221.78218,11.04875559
0.823595,4.857296,0.147375,326.699217,62852.60156,14894.78418,3290.721649,10.50999524
0.97557,5.948585,0.164006,947.941348,62852.60156,5063.094055,1233.333333,6.7867518
0.052145,0.009096,0.040099,1254.845862,24320.69922,6223.969971,179.207921,0.871779789
0.812986,7.695514,0.161329,751.90947,62852.60156,7309.060059,627,3.939543121
0.571833,0.171419,0.251946,580.869512,44.7303009,21838.22559,558.823529,2.323790008
0.652582,0.001715,0.437388,1396.272728,279.4289856,3585.141602,665.346535,3.524202037
0.803969,0.21826,0.394493,310.97452,61177.30078,7899.762207,377.319588,2.336664289
0.027813,0.393534,0.014867,1276.784677,77.1611023,1011.98621,495.145631,0.793725393
0.683266,0.285504,0.36528,734.93005,44.7303009,2820.943115,584.536082,3.824264635
0.470187,0.036068,0.348108,443.711314,44.7303009,1525.063919,699.019608,1
0.07734,0.630553,0.016868,2078.673357,54289.5,13029.20947,1651.485149,6.238589584
0.088167,0.715393,0.022169,1625.844322,15.2770996,17651.2605,1952.525253,2.439262184
0.047324,0.794504,0.014953,842.471537,52518.89844,15038.98438,4508.247423,4.790615827
0.025179,0.159941,0.102785,453.408368,50686.5,1498.032837,516,1
0.09392,0.544655,0.022926,1112.418154,54289.5,8369.088623,1192.857143,11.95135976
0.161264,1.305815,0.039158,478.058394,15.2770996,15133.29199,2387.128713,3.524202037
0.030168,0.417702,0.108236,181.627309,82.2820969,490.660721,236.734694,0.994987437
0.130138,0.46877,0.047709,2567.767515,79.9382019,10103.00855,3553,3.937003937
0.55217,10.056963,0.086012,1535.834712,149.177002,29596.87109,17857.73196,4.847679857
0.328633,0.002526,1.672675,2411.278803,31308.59961,4767.683899,65.979381,4.274342055
1.427423,0.251793,2.085558,710.61924,45635.10156,7006.975464,71.84466,2.783882181
1.854997,3.080757,2.059476,463.667314,132.0200043,6323.531494,92.857143,1.106797181
2.059627,2.720724,1.918044,1382.166069,45625.39844,4570.580994,302.020202,1.691153453
2.031735,0.384151,1.703495,2503.819043,200.4779968,3129.184204,177.55102,1.959591794
0.568602,17.925573,0.108857,508.658409,149.177002,28475.55273,18261,9.347459548
0.32457,0.119508,0.104399,539.942909,59782.10156,7146.568848,371.134021,1.47478812
0.132597,0.009691,1.380772,2938.79572,31308.59961,8123.3125,405.940594,2.523885893
0.613667,0.070991,1.912811,1448.375536,40802.60156,11155.05273,432.323232,2.163330765
1.66242,9.758892,2.085292,902.550993,45625.39844,5415.219727,341.176471,6.8556546
1.825944,7.390678,1.94578,928.799199,45625.39844,5268.793213,620,7.987490219
0.569725,5.455835,0.146492,2639.273606,60927.5,23921.69727,4465,16.36734554
0.485672,0.081394,0.1416,1698.348319,63066.69922,16620.21875,944.554455,5.868134286
1.361152,1.557737,1.893808,631.839857,78.2658005,5645.019897,103.092784,1.024695077
0.38431,2.141922,0.151776,3468.819511,230.3099976,24947.73828,1694.949495,3.367491648
0.428938,0.166866,0.230242,590.142927,52344.30078,15739.90527,597.959184,4.892851929
0.357824,0.265574,0.31013,1115.892058,52988,18172.04395,1176.470588,2.297825059
0.553542,0.263668,0.338122,1158.0922,52988,29195.13232,89.795918,0.964365076
0.106572,1.133958,0.013538,1374.765504,40272.5,20628.79395,14490,11.92161902
0.094307,0.647626,0.011807,1533.220237,12.3797998,23394.94189,8817.475728,3.303785707
0.793746,7.70E-05,0.495569,804.883014,1482,34005.92578,23.469388,0.98488578
0.143485,2.728823,0.013618,2067.726245,291.8850098,28680.4375,24680.41237,15.24057086
0.119977,2.077091,0.012407,1803.37676,43955,22392.21484,25148.48485,18.77338542
0.084697,0.54978,0.010774,1721.577349,40272.5,19094.31445,9731.313131,4.795831523
0.418176,1.403573,0.778552,1382.317924,488.2080078,1686.528946,984.313725,0.953939201
2.918779,0.236021,0.434395,853.675072,47040,12861.97815,469,6.577233461
2.418113,0.341171,0.335549,2095.855295,26.0753994,3549.855957,1969.69697,3.082207001
0.180231,2.033155,0.013332,900.391415,51536,22197.55078,14892,18.58668879
0.149982,2.362379,0.01238,1383.144209,40584.30078,18807.02856,23305.88235,25.5478962
0.1005,1.103531,0.010749,1152.949825,246.6060028,17096.42432,13341.66667,7.05513997
0.519364,0.096458,0.165752,1132.283272,38.0635986,9694.276245,1180,0.2
3.708554,1.947222,0.583126,1886.840539,47838.80078,2735.427578,603.061224,18.37117307
3.133264,1.214871,0.457694,2183.663016,355.6610107,1207.706207,443.137255,2.765863337
2.522272,0.099975,0.369946,2744.86571,26.0753994,885.829544,390.09901,2.049390153
0.196503,1.429439,0.011655,584.606736,42818.19922,19310.63379,18547.47475,3.397793402
0.133827,0.871429,0.010074,450.303324,40725.60156,15269.07422,11334.65346,18.45589337
0.45537,0.433378,0.111207,518.231285,38.0635986,8872.304688,2623.762376,3.646916506
0.627136,0.346245,0.218899,357.158223,375.0119934,17158.56348,2325.490196,7.974020316
0.588405,0.053374,0.301085,485.454495,56671.69922,17584.82227,5253.608247,10.28785692
0.496613,0.01378,0.36521,47.051428,55732,13164.81836,6452.525253,4.766550115
0.333166,0.799815,0.84841,507.409995,35909.30078,794.613159,1013,0.612372436
4.076891,4.950194,0.73562,16.077885,47838.80078,2077.747711,974,1.428285686
3.469695,0.512975,0.588124,349.520293,355.6610107,30.142609,1220.618557,3.270321085
0.261049,0.051723,0.011065,2047.004264,231.8950043,18610.9082,3863.106796,8.368392916
0.228464,0.468075,0.01034,2653.268187,40725.60156,19317.1123,2213.402062,3.305298776
0.163358,0.28002,0.009038,3087.369511,111.1240005,13461.20606,590.909091,6.85857128
0.463767,0.126647,0.093378,946.614689,38196.80078,17209.44434,926.804124,1.454303957
0.444703,0.529238,0.125119,107.783956,1408.98999,19998.38525,6153.535354,3.16227766
0.369349,0.603055,0.17556,524.991524,54696.30078,18328.93848,18187,15.07895885
0.286264,0.290814,0.223115,944.262033,37267.69922,15582.91846,6800,9.617692031
0.152482,0.047222,0.308911,615.556757,37267.69922,13534.19531,1327.835052,0.946044396
0.49832,0.962082,0.810151,284.244725,40798.39844,471.580956,62.745098,0.916515139
0.34571,1.177077,0.060027,1542.437799,53798.19922,19197.95996,16172,10.81665383
0.26235,1.370214,0.077913,804.207339,181.2089996,18796.81836,18071.13402,13.98248905
0.18877,0.165526,0.105679,389.932964,48815,17042.35742,3029.292929,2.006240265
0.560621,1.330941,0.916213,198.122408,40423.10156,557.538208,345.454545,2.121320344
0.599266,3.170099,0.945214,200.460405,185.6049957,348.831573,759.59596,1.697056275
0.225692,0.508951,0.02539,1284.176973,56823.5,20743.74463,7113.861386,17.21932054
0.160723,0.62185,0.02872,1024.531661,595.1879883,22392.84814,24774.5098,22.53574938
0.106959,0.196785,0.037013,168.511804,58720.10156,17902.11426,11316.16162,2.3
0.6094,1.539284,1.018096,2139.309066,1154.75,303.800728,256.31068,0.574456265
0.658093,2.41959,1.285576,870.034125,40180.69922,330.392365,681,1.274754878
0.228624,0.051546,0.143053,4302.841599,100.7080002,4047.334961,25.510204,0.360555128
0.123855,0.500037,0.013152,6053.838887,36817.89844,389.866877,251.456311,1.122497216
0.073264,1.821617,0.241105,715.679881,71.8536987,14413.70361,958.585859,2.054263858
0.061764,0.805129,0.343339,2079.966683,18885.90039,8800.223633,714.851485,1.833030278
0.077577,2.301226,0.278138,1044.494518,205.7400055,13772.62158,326.804124,1.47478812
0.019888,3.172889,0.567846,1285.364493,39.3885994,12779.95508,53.061224,1.224744871
0.013393,2.262381,0.577763,2354.322374,27.5121002,20893.24463,264,1.846618531
